student_id,subject,grade,quarter
20241437,Mother Tongue 2,91,3rd
20245641,Mother Tongue 2,87,2nd
20248952,Mother Tongue 2,85,2nd
20243752,Mother Tongue 2,90,4th
20248919,Mother Tongue 2,80,2nd
20248919,Mother Tongue 2,80,1st
20243328,Mother Tongue 2,89,2nd
20248365,Mother Tongue 2,82,1st
20246056,Mother Tongue 2,85,4th
20243933,Mother Tongue 2,89,3rd
20243938,Mother Tongue 2,89,3rd
20243398,Mother Tongue 2,84,2nd
20249547,Mother Tongue 2,86,2nd
20245872,Mother Tongue 2,87,2nd
20243328,Mother Tongue 2,84,1st
20245444,Mother Tongue 2,87,4th
20248952,Mother Tongue 2,86,3rd
20243933,Mother Tongue 2,92,1st
20243933,Mother Tongue 2,89,4th
20243380,Mother Tongue 2,88,4th
20248593,Mother Tongue 2,88,3rd
20245641,Mother Tongue 2,88,4th
20243752,Mother Tongue 2,92,2nd
20242069,Mother Tongue 2,81,2nd
20241437,Mother Tongue 2,90,1st
20243562,Mother Tongue 2,87,4th
20247114,Mother Tongue 2,90,1st
20241437,Mother Tongue 2,94,2nd
20242619,Mother Tongue 2,88,4th
20248825,Mother Tongue 2,86,4th
20246039,Mother Tongue 2,90,3rd
20243398,Mother Tongue 2,86,1st
20245444,Mother Tongue 2,85,3rd
20248919,Mother Tongue 2,84,4th
20242150,Mother Tongue 2,86,4th
20243703,Mother Tongue 2,83,3rd
20243933,Mother Tongue 2,90,2nd
20248825,Mother Tongue 2,89,1st
20243562,Mother Tongue 2,86,3rd
20246056,Mother Tongue 2,83,1st
20245641,Mother Tongue 2,85,1st
20240085,Mother Tongue 2,80,1st
20243938,Mother Tongue 2,90,2nd
20242069,Mother Tongue 2,81,1st
20247808,Mother Tongue 2,89,4th
20249217,Mother Tongue 2,87,3rd
20248825,Mother Tongue 2,87,2nd
20249547,Mother Tongue 2,88,3rd
20242150,Mother Tongue 2,78,1st
20243380,Mother Tongue 2,90,1st
20248952,Mother Tongue 2,83,1st
20245872,Mother Tongue 2,83,4th
20240832,Mother Tongue 2,79,1st
20242966,Mother Tongue 2,82,4th
20247557,Mother Tongue 2,88,1st
20243398,Mother Tongue 2,81,4th
20249483,Mother Tongue 2,86,2nd
20242966,Mother Tongue 2,85,2nd
20248952,Mother Tongue 2,87,4th
20243562,Mother Tongue 2,88,2nd
20243562,Mother Tongue 2,86,1st
20243380,Mother Tongue 2,89,2nd
20249547,Mother Tongue 2,89,4th
20247557,Mother Tongue 2,89,4th
20247808,Mother Tongue 2,90,3rd
20246233,Mother Tongue 2,84,1st
20247114,Mother Tongue 2,89,3rd
20248593,Filipino 2,87,2nd
20242619,Filipino 2,75,2nd
20243398,Filipino 2,89,1st
20242150,Filipino 2,80,1st
20247114,Filipino 2,84,2nd
20243703,Filipino 2,79,4th
20243933,Filipino 2,79,4th
20246039,Filipino 2,86,3rd
20240832,Filipino 2,95,4th
20242150,Filipino 2,87,4th
20248825,Filipino 2,94,2nd
20245641,Filipino 2,88,4th
20248593,Filipino 2,85,1st
20245444,Filipino 2,84,4th
20245872,Filipino 2,86,2nd
20240832,Filipino 2,94,3rd
20240085,Filipino 2,97,1st
20246056,Filipino 2,85,4th
20243562,Filipino 2,87,4th
20244829,Filipino 2,89,1st
20243380,Filipino 2,89,1st
20247557,Filipino 2,91,3rd
20242069,Filipino 2,88,3rd
20249483,Filipino 2,79,2nd
20248919,Filipino 2,80,1st
20240085,Filipino 2,95,2nd
20242069,Filipino 2,89,1st
20242619,Filipino 2,77,3rd
20243938,Filipino 2,82,1st
20243703,Filipino 2,76,3rd
20244098,Filipino 2,87,3rd
20243703,Filipino 2,75,1st
20243328,Filipino 2,89,3rd
20241437,Filipino 2,85,3rd
20244098,Filipino 2,82,2nd
20249483,Filipino 2,78,1st
20246233,Filipino 2,82,3rd
20243938,Filipino 2,84,2nd
20243562,Filipino 2,89,1st
20240085,Filipino 2,96,3rd
20249217,Filipino 2,80,1st
20243938,Filipino 2,85,4th
20248825,Filipino 2,91,4th
20243398,Filipino 2,87,2nd
20243752,Filipino 2,89,3rd
20243933,Filipino 2,77,2nd
20248952,Filipino 2,79,1st
20242966,Filipino 2,76,1st
20247557,Filipino 2,92,1st
20246056,Filipino 2,84,1st
20246056,Filipino 2,82,2nd
20245872,Filipino 2,88,1st
20248919,Filipino 2,79,2nd
20248825,Filipino 2,91,1st
20249483,Filipino 2,81,3rd
20249547,Filipino 2,82,2nd
20246039,Filipino 2,89,4th
20249483,Filipino 2,83,4th
20242619,Filipino 2,78,4th
20243380,Filipino 2,88,2nd
20243703,Filipino 2,77,2nd
20243562,Filipino 2,90,3rd
20245872,Filipino 2,87,4th
20247808,Filipino 2,78,3rd
20242069,Filipino 2,91,4th
20248365,Filipino 2,91,3rd
20247557,Filipino 2,90,2nd
20241380,Filipino 2,94,4th
20245641,Filipino 2,84,3rd
20247808,Filipino 2,81,2nd
20248952,Filipino 2,85,4th
20241437,Filipino 2,88,2nd
20249217,Filipino 2,83,4th
20246039,Filipino 2,83,1st
20249547,Filipino 2,89,4th
20242069,Filipino 2,90,2nd
20248593,Filipino 2,87,4th
20244940,Filipino 2,78,2nd
20243398,Filipino 2,90,4th
20247557,Filipino 2,93,4th
20241380,Filipino 2,97,1st
20242966,Filipino 2,79,3rd
20243938,Filipino 2,83,3rd
20243752,Filipino 2,91,4th
20245641,Filipino 2,82,1st
20244098,Filipino 2,84,4th
20245641,Filipino 2,85,2nd
20248952,Filipino 2,80,3rd
20248365,Filipino 2,90,1st
20243752,Filipino 2,88,2nd
20242966,Filipino 2,82,4th
20243752,Filipino 2,90,1st
20240832,Filipino 2,95,2nd
20241437,Filipino 2,87,1st
20247114,Filipino 2,87,3rd
20241437,Filipino 2,86,4th
20241380,Filipino 2,95,3rd
20244940,Filipino 2,76,1st
20247808,Filipino 2,80,4th
20243328,Filipino 2,92,4th
20248919,Filipino 2,81,3rd
20246233,Filipino 2,85,4th
20244940,Filipino 2,77,4th
20245872,Filipino 2,87,3rd
20243933,Filipino 2,80,3rd
20248952,Filipino 2,78,2nd
20244098,Filipino 2,85,1st
20246233,Filipino 2,77,1st
20249547,Filipino 2,85,1st
20246233,Filipino 2,79,2nd
20246056,Filipino 2,83,3rd
20249217,Filipino 2,81,3rd
20242966,Filipino 2,78,2nd
20243328,Filipino 2,90,2nd
20242150,Filipino 2,78,2nd
20249547,Filipino 2,87,3rd
20245444,Filipino 2,79,2nd
20245444,Filipino 2,81,3rd
20243328,Filipino 2,89,1st
20246039,Filipino 2,88,2nd
20247114,Filipino 2,89,4th
20244940,Filipino 2,75,3rd
20248825,Filipino 2,93,3rd
20249217,Filipino 2,79,2nd
20248365,Filipino 2,92,4th
20244829,Filipino 2,87,3rd
20248919,Filipino 2,82,4th
20241380,Filipino 2,95,2nd
20243380,Filipino 2,90,4th
20243398,Filipino 2,88,3rd
20240085,Filipino 2,97,4th
20240832,Filipino 2,92,1st
20248593,Filipino 2,88,3rd
20243380,Filipino 2,87,3rd
20244829,Filipino 2,88,4th
20248365,Filipino 2,93,2nd
20244829,Filipino 2,90,2nd
20247808,Filipino 2,79,1st
20242150,Filipino 2,85,3rd
20243562,Filipino 2,88,2nd
20247114,Filipino 2,86,1st
20243933,Filipino 2,78,1st
20242619,Filipino 2,76,1st
20245444,Filipino 2,80,1st
20245641,Filipino 3,87,2nd
20245872,Filipino 3,93,3rd
20248365,Filipino 3,78,2nd
20240832,Filipino 3,81,2nd
20248365,Filipino 3,76,1st
20248593,Filipino 3,87,3rd
20248593,Filipino 3,87,2nd
20248919,Filipino 3,93,1st
20249483,Filipino 3,85,4th
20243328,Filipino 3,87,3rd
20249547,Filipino 3,81,1st
20242966,Filipino 3,83,4th
20248593,Filipino 3,89,4th
20246233,Filipino 3,80,2nd
20245641,Filipino 3,86,4th
20243398,Filipino 3,88,4th
20240832,Filipino 3,79,1st
20242150,Filipino 3,87,2nd
20249217,Filipino 3,90,4th
20249217,Filipino 3,91,2nd
20241437,Filipino 3,89,4th
20243398,Filipino 3,82,3rd
20249483,Filipino 3,83,1st
20243703,Filipino 3,94,3rd
20240832,Filipino 3,85,3rd
20242069,Filipino 3,89,1st
20248919,Filipino 3,92,3rd
20244940,Filipino 3,87,2nd
20249483,Filipino 3,88,3rd
20246056,Filipino 3,82,3rd
20242619,Filipino 3,90,3rd
20241380,Filipino 3,90,1st
20249547,Filipino 3,80,2nd
20244098,Filipino 3,89,2nd
20246039,Filipino 3,87,3rd
20242150,Filipino 3,90,4th
20245444,Filipino 3,89,1st
20242069,Filipino 3,89,4th
20248952,Filipino 3,92,1st
20242966,Filipino 3,76,1st
20247808,Filipino 3,80,3rd
20243380,Filipino 3,85,4th
20246039,Filipino 3,88,4th
20243328,Filipino 3,89,4th
20243752,Filipino 3,90,2nd
20245641,Filipino 3,84,1st
20243703,Filipino 3,95,4th
20243562,Filipino 3,82,4th
20242966,Filipino 3,81,3rd
20247114,Filipino 3,87,2nd
20242966,Filipino 3,78,2nd
20249547,Filipino 3,84,4th
20243562,Filipino 3,79,3rd
20241380,Filipino 3,92,3rd
20241437,Filipino 3,85,1st
20243703,Filipino 3,95,1st
20243328,Filipino 3,87,2nd
20245444,Filipino 3,91,2nd
20247808,Filipino 3,81,2nd
20243562,Filipino 3,75,2nd
20244098,Filipino 3,86,1st
20244829,Filipino 3,88,3rd
20243752,Filipino 3,89,1st
20248593,Filipino 3,85,1st
20248919,Filipino 3,95,4th
20243562,Filipino 3,77,1st
20245641,Filipino 3,85,3rd
20243380,Filipino 3,76,1st
20241380,Filipino 3,89,2nd
20242150,Filipino 3,88,3rd
20241380,Filipino 3,90,4th
20243938,Filipino 3,93,1st
20241437,Filipino 3,87,3rd
20243938,Filipino 3,92,2nd
20243933,Filipino 3,89,2nd
20243933,Filipino 3,88,3rd
20249217,Filipino 3,93,3rd
20246056,Filipino 3,77,2nd
20240832,Filipino 3,87,4th
20247557,Filipino 3,85,3rd
20240085,Filipino 3,77,1st
20240085,Filipino 3,79,2nd
20243703,Filipino 3,97,2nd
20242619,Filipino 3,87,1st
20248952,Filipino 3,93,4th
20244940,Filipino 3,91,4th
20248365,Filipino 3,83,3rd
20245872,Filipino 3,92,1st
20246039,Filipino 3,86,2nd
20246056,Filipino 3,85,4th
20244940,Filipino 3,89,3rd
20243380,Filipino 3,81,3rd
20245872,Filipino 3,91,2nd
20240085,Filipino 3,79,3rd
20248825,Filipino 3,89,2nd
20243938,Filipino 3,94,3rd
20244829,Filipino 3,90,2nd
20249547,Filipino 3,83,3rd
20247114,Filipino 3,91,4th
20241437,Filipino 3,88,2nd
20243752,Filipino 3,93,3rd
20243938,Filipino 3,93,4th
20242150,Filipino 3,86,1st
20243398,Filipino 3,79,2nd
20246056,Filipino 3,75,1st
20249217,Filipino 3,92,1st
20248952,Filipino 3,91,3rd
20242619,Filipino 3,90,4th
20242069,Filipino 3,88,2nd
20249483,Filipino 3,86,2nd
20243933,Filipino 3,87,1st
20247557,Filipino 3,83,1st
20244098,Filipino 3,90,3rd
20248919,Filipino 3,94,2nd
20247808,Filipino 3,83,4th
20248952,Filipino 3,90,2nd
20244098,Filipino 3,92,4th
20247114,Filipino 3,88,3rd
20245444,Filipino 3,91,4th
20247114,Filipino 3,85,1st
20248825,Filipino 3,91,3rd
20243380,Filipino 3,78,2nd
20243328,Filipino 3,85,1st
20247557,Filipino 3,89,4th
20244829,Filipino 3,92,4th
20242619,Filipino 3,89,2nd
20246233,Filipino 3,79,1st
20243752,Filipino 3,92,4th
20243398,Filipino 3,80,1st
20248825,Filipino 3,90,4th
20244829,Filipino 3,89,1st
20246233,Filipino 3,78,4th
20245444,Filipino 3,90,3rd
20243933,Filipino 3,90,4th
20246039,Filipino 3,88,1st
20247557,Filipino 3,82,2nd
20245872,Filipino 3,90,4th
20247808,Filipino 3,79,1st
20246233,Filipino 3,81,3rd
20248365,Filipino 3,87,4th
20244940,Filipino 3,85,1st
20242069,Filipino 3,90,3rd
20240085,Filipino 3,81,4th
20248825,Filipino 3,90,1st
20248825,English 3,86,4th
20242966,English 3,80,3rd
20247808,English 3,87,3rd
20242069,English 3,82,2nd
20243938,English 3,85,3rd
20242619,English 3,82,2nd
20240832,English 3,89,2nd
20242619,English 3,84,3rd
20245872,English 3,85,4th
20248952,English 3,93,4th
20246056,English 3,81,3rd
20245641,English 3,90,4th
20243703,English 3,89,1st
20243933,English 3,90,2nd
20245641,English 3,92,1st
20246039,English 3,87,2nd
20248825,English 3,81,1st
20242150,English 3,87,4th
20240832,English 3,86,3rd
20248952,English 3,92,2nd
20247114,English 3,88,4th
20243328,English 3,85,3rd
20241380,English 3,84,3rd
20241437,English 3,86,1st
20243398,English 3,87,4th
20246039,English 3,88,4th
20246233,English 3,88,1st
20243703,English 3,90,3rd
20241437,English 3,84,2nd
20244829,English 3,82,4th
20246056,English 3,87,4th
20248593,English 3,87,4th
20242150,English 3,86,2nd
20245641,English 3,89,2nd
20249217,English 3,86,3rd
20243703,English 3,94,4th
20249547,English 3,81,2nd
20245872,English 3,83,3rd
20244098,English 3,90,4th
20247557,English 3,85,1st
20248952,English 3,89,1st
20245444,English 3,87,4th
20243398,English 3,85,3rd
20249547,English 3,83,3rd
20240085,English 3,94,1st
20249547,English 3,80,4th
20248952,English 3,92,3rd
20242069,English 3,84,3rd
20245444,English 3,80,1st
20243380,English 3,84,3rd
20248365,English 3,87,3rd
20243562,English 3,84,2nd
20241437,English 3,84,3rd
20248919,English 3,89,4th
20244940,English 3,87,3rd
20241380,English 3,85,4th
20249547,English 3,82,1st
20243562,English 3,86,1st
20247808,English 3,82,1st
20243328,English 3,88,1st
20247114,English 3,85,3rd
20247557,English 3,87,2nd
20249483,English 3,79,2nd
20243328,English 3,86,2nd
20249483,English 3,84,3rd
20248593,English 3,85,1st
20244098,English 3,88,2nd
20248825,English 3,83,2nd
20246039,English 3,86,3rd
20248825,English 3,84,3rd
20242966,English 3,77,2nd
20249217,English 3,84,2nd
20242150,English 3,84,1st
20249483,English 3,85,4th
20240085,English 3,91,4th
20244940,English 3,85,1st
20240832,English 3,85,1st
20240085,English 3,92,2nd
20246056,English 3,86,2nd
20242069,English 3,88,4th
20246056,English 3,82,1st
20241380,English 3,80,2nd
20243933,English 3,88,4th
20246233,English 3,86,4th
20249217,English 3,84,1st
20245444,English 3,86,3rd
20243938,English 3,87,4th
20243933,English 3,88,1st
20243562,English 3,86,4th
20240832,English 3,89,4th
20243752,English 3,82,1st
20245872,English 3,84,1st
20245444,English 3,84,2nd
20245872,English 3,83,2nd
20243752,English 3,80,2nd
20242150,English 3,87,3rd
20247114,English 3,82,1st
20247557,English 3,89,4th
20248365,English 3,86,4th
20243380,English 3,87,4th
20244829,English 3,84,2nd
20243380,English 3,85,1st
20243380,English 3,87,2nd
20249217,English 3,85,4th
20243752,English 3,79,3rd
20244098,English 3,87,1st
20243752,English 3,79,4th
20247114,English 3,85,2nd
20247808,English 3,83,2nd
20244829,English 3,83,3rd
20248593,English 3,84,2nd
20243398,English 3,83,2nd
20243703,English 3,88,2nd
20248919,English 3,86,2nd
20246039,English 3,84,1st
20244940,English 3,89,4th
20241437,English 3,84,4th
20246233,English 3,84,2nd
20244940,English 3,88,2nd
20248919,English 3,89,3rd
20242619,English 3,88,4th
20243398,English 3,84,1st
20246233,English 3,86,3rd
20243938,English 3,85,2nd
20244098,English 3,87,3rd
20247557,English 3,88,3rd
20242069,English 3,80,1st
20242966,English 3,81,4th
20243328,English 3,83,4th
20243938,English 3,83,1st
20249483,English 3,80,1st
20242966,English 3,75,1st
20240085,English 3,92,3rd
20248919,English 3,85,1st
20244829,English 3,84,1st
20247808,English 3,92,4th
20242619,English 3,80,1st
20243933,English 3,87,3rd
20248593,English 3,86,3rd
20241380,English 3,78,1st
20245641,English 3,89,3rd
20243562,English 3,87,3rd
20248365,English 3,85,2nd
20248365,English 3,84,1st
20245641,Mathematics 3,84,1st
20240085,Mathematics 3,84,1st
20246233,Mathematics 3,88,2nd
20249483,Mathematics 3,89,4th
20249217,Mathematics 3,86,2nd
20241380,Mathematics 3,85,2nd
20240085,Mathematics 3,81,4th
20242966,Mathematics 3,88,3rd
20242150,Mathematics 3,85,2nd
20243752,Mathematics 3,92,4th
20247114,Mathematics 3,84,3rd
20242150,Mathematics 3,86,4th
20242069,Mathematics 3,87,3rd
20243398,Mathematics 3,88,3rd
20246039,Mathematics 3,86,2nd
20245444,Mathematics 3,85,4th
20246056,Mathematics 3,85,3rd
20244940,Mathematics 3,80,3rd
20246056,Mathematics 3,88,1st
20248593,Mathematics 3,85,4th
20243562,Mathematics 3,89,3rd
20243703,Mathematics 3,87,4th
20249217,Mathematics 3,86,3rd
20248952,Mathematics 3,87,4th
20248365,Mathematics 3,84,3rd
20248593,Mathematics 3,75,1st
20249547,Mathematics 3,85,4th
20247808,Mathematics 3,85,3rd
20248825,Mathematics 3,84,3rd
20248825,Mathematics 3,86,4th
20245872,Mathematics 3,84,4th
20242966,Mathematics 3,88,2nd
20243562,Mathematics 3,88,1st
20245641,Mathematics 3,84,3rd
20248365,Mathematics 3,85,2nd
20242966,Mathematics 3,90,4th
20241380,Mathematics 3,85,1st
20243933,Mathematics 3,83,2nd
20243938,Mathematics 3,85,4th
20243703,Mathematics 3,84,1st
20247557,Mathematics 3,87,1st
20242150,Mathematics 3,86,3rd
20240085,Mathematics 3,80,3rd
20245444,Mathematics 3,87,3rd
20244829,Mathematics 3,85,4th
20244098,Mathematics 3,89,1st
20246233,Mathematics 3,89,1st
20242069,Mathematics 3,90,4th
20241437,Mathematics 3,81,3rd
20243938,Mathematics 3,82,3rd
20248919,Mathematics 3,86,3rd
20244098,Mathematics 3,86,2nd
20243933,Mathematics 3,89,4th
20246056,Mathematics 3,87,4th
20244098,Mathematics 3,87,4th
20245444,Mathematics 3,87,1st
20240832,Mathematics 3,89,1st
20248919,Mathematics 3,85,2nd
20246039,Mathematics 3,87,3rd
20242619,Mathematics 3,81,4th
20243933,Mathematics 3,86,3rd
20243752,Mathematics 3,90,3rd
20248825,Mathematics 3,87,2nd
20249547,Mathematics 3,87,1st
20244940,Mathematics 3,77,2nd
20243380,Mathematics 3,84,1st
20248919,Mathematics 3,88,4th
20244829,Mathematics 3,84,2nd
20246233,Mathematics 3,90,3rd
20245872,Mathematics 3,87,1st
20242150,Mathematics 3,84,1st
20243328,Mathematics 3,83,4th
20240832,Mathematics 3,86,4th
20243933,Mathematics 3,83,1st
20241380,Mathematics 3,86,4th
20243752,Mathematics 3,86,1st
20240085,Mathematics 3,82,2nd
20248952,Mathematics 3,81,1st
20247808,Mathematics 3,86,4th
20244098,Mathematics 3,85,3rd
20243398,Mathematics 3,90,4th
20241437,Mathematics 3,81,2nd
20242619,Mathematics 3,84,2nd
20247557,Mathematics 3,84,2nd
20249483,Mathematics 3,88,3rd
20245444,Mathematics 3,85,2nd
20243562,Mathematics 3,91,4th
20243562,Mathematics 3,89,2nd
20242069,Mathematics 3,83,2nd
20248952,Mathematics 3,88,3rd
20243328,Mathematics 3,82,3rd
20243398,Mathematics 3,85,2nd
20247114,Mathematics 3,88,4th
20243380,Mathematics 3,89,3rd
20249483,Mathematics 3,90,1st
20243938,Mathematics 3,83,1st
20247114,Mathematics 3,87,2nd
20244940,Mathematics 3,79,4th
20246233,Mathematics 3,89,4th
20247114,Mathematics 3,85,1st
20246056,Mathematics 3,88,2nd
20248593,Mathematics 3,82,3rd
20246039,Mathematics 3,84,1st
20248919,Mathematics 3,85,1st
20241380,Mathematics 3,87,3rd
20243380,Mathematics 3,90,4th
20247808,Mathematics 3,82,1st
20245641,Mathematics 3,83,2nd
20243703,Mathematics 3,88,3rd
20247808,Mathematics 3,82,2nd
20249217,Mathematics 3,85,1st
20248952,Mathematics 3,83,2nd
20242619,Mathematics 3,84,1st
20249217,Mathematics 3,83,4th
20248365,Mathematics 3,82,1st
20246039,Mathematics 3,86,4th
20245641,Mathematics 3,85,4th
20247557,Mathematics 3,89,3rd
20249547,Mathematics 3,89,2nd
20244829,Mathematics 3,79,1st
20248365,Mathematics 3,87,4th
20247557,Mathematics 3,91,4th
20249547,Mathematics 3,89,3rd
20243380,Mathematics 3,87,2nd
20241437,Mathematics 3,82,4th
20245872,Mathematics 3,84,2nd
20244829,Mathematics 3,82,3rd
20249483,Mathematics 3,88,2nd
20245872,Mathematics 3,85,3rd
20243398,Mathematics 3,81,1st
20240832,Mathematics 3,87,3rd
20243328,Mathematics 3,83,1st
20240832,Mathematics 3,87,2nd
20243703,Mathematics 3,85,2nd
20243752,Mathematics 3,89,2nd
20242619,Mathematics 3,83,3rd
20248825,Mathematics 3,85,1st
20244940,Mathematics 3,79,1st
20241437,Mathematics 3,86,1st
20242966,Mathematics 3,87,1st
20242069,Mathematics 3,86,1st
20248593,Mathematics 3,85,2nd
20243938,Mathematics 3,80,2nd
20243328,Mathematics 3,85,2nd
20246233,ESP 3,83,2nd
20242619,ESP 3,92,4th
20247557,ESP 3,89,4th
20241437,ESP 3,82,3rd
20248919,ESP 3,87,3rd
20242966,ESP 3,85,4th
20243328,ESP 3,88,3rd
20243938,ESP 3,81,1st
20243328,ESP 3,89,4th
20248825,ESP 3,85,1st
20243562,ESP 3,92,4th
20248825,ESP 3,85,4th
20241380,ESP 3,87,3rd
20249547,ESP 3,92,3rd
20244829,ESP 3,86,2nd
20244098,ESP 3,86,2nd
20243933,ESP 3,85,2nd
20248952,ESP 3,78,2nd
20247557,ESP 3,88,1st
20248825,ESP 3,85,2nd
20243398,ESP 3,84,4th
20243703,ESP 3,90,3rd
20242966,ESP 3,84,1st
20240085,ESP 3,89,2nd
20243933,ESP 3,87,3rd
20244940,ESP 3,90,4th
20242150,ESP 3,82,2nd
20243752,ESP 3,87,1st
20248365,ESP 3,84,2nd
20242150,ESP 3,87,4th
20244829,ESP 3,89,1st
20245872,ESP 3,81,2nd
20247808,ESP 3,84,1st
20246233,ESP 3,84,1st
20243398,ESP 3,89,1st
20248593,ESP 3,85,2nd
20242150,ESP 3,84,1st
20243380,ESP 3,82,2nd
20244098,ESP 3,85,3rd
20240832,ESP 3,90,1st
20243562,ESP 3,88,3rd
20248825,ESP 3,86,3rd
20243938,ESP 3,82,2nd
20245641,ESP 3,90,4th
20245872,ESP 3,82,3rd
20249547,ESP 3,93,4th
20242966,ESP 3,83,3rd
20249547,ESP 3,90,1st
20248593,ESP 3,84,4th
20243703,ESP 3,85,2nd
20248593,ESP 3,84,3rd
20249217,ESP 3,95,3rd
20248919,ESP 3,88,1st
20243933,ESP 3,88,4th
20245641,ESP 3,89,2nd
20243398,ESP 3,85,3rd
20242069,ESP 3,85,2nd
20247557,ESP 3,91,3rd
20240832,ESP 3,89,3rd
20248952,ESP 3,80,3rd
20242069,ESP 3,88,1st
20244098,ESP 3,84,4th
20246056,ESP 3,88,3rd
20243380,ESP 3,85,3rd
20243703,ESP 3,95,4th
20249483,ESP 3,86,1st
20244940,ESP 3,92,1st
20243380,ESP 3,86,4th
20246233,ESP 3,86,3rd
20247557,ESP 3,90,2nd
20248365,ESP 3,82,3rd
20246056,ESP 3,82,1st
20243933,ESP 3,89,1st
20245872,ESP 3,80,1st
20243752,ESP 3,89,2nd
20244829,ESP 3,87,3rd
20249217,ESP 3,94,4th
20243562,ESP 3,90,2nd
20241380,ESP 3,84,2nd
20249483,ESP 3,92,4th
20243752,ESP 3,88,3rd
20248952,ESP 3,81,4th
20245872,ESP 3,84,4th
20243328,ESP 3,87,1st
20242150,ESP 3,84,3rd
20246056,ESP 3,83,2nd
20243380,ESP 3,89,1st
20247114,ESP 3,91,4th
20249547,ESP 3,91,2nd
20248919,ESP 3,89,4th
20243752,ESP 3,96,4th
20242966,ESP 3,84,2nd
20246039,ESP 3,85,1st
20240832,ESP 3,90,4th
20249217,ESP 3,84,1st
20241380,ESP 3,88,4th
20240085,ESP 3,92,3rd
20243938,ESP 3,80,3rd
20247114,ESP 3,92,3rd
20243938,ESP 3,83,4th
20244098,ESP 3,86,1st
20245444,ESP 3,86,1st
20246039,ESP 3,85,3rd
20245444,ESP 3,84,3rd
20248952,ESP 3,78,1st
20243398,ESP 3,90,2nd
20246039,ESP 3,87,2nd
20242619,ESP 3,94,3rd
20248365,ESP 3,83,1st
20246039,ESP 3,89,4th
20249483,ESP 3,83,2nd
20240085,ESP 3,95,4th
20242619,ESP 3,95,1st
20248919,ESP 3,90,2nd
20243562,ESP 3,84,1st
20241380,ESP 3,86,1st
20240085,ESP 3,86,1st
20242069,ESP 3,83,3rd
20246056,ESP 3,95,4th
20247114,ESP 3,93,1st
20247808,ESP 3,87,2nd
20241437,ESP 3,84,1st
20242069,ESP 3,80,4th
20245444,ESP 3,90,2nd
20249483,ESP 3,89,3rd
20248593,ESP 3,87,1st
20241437,ESP 3,83,4th
20247808,ESP 3,87,4th
20244940,ESP 3,89,3rd
20241437,ESP 3,85,2nd
20247808,ESP 3,88,3rd
20243328,ESP 3,86,2nd
20247114,ESP 3,94,2nd
20246233,ESP 3,85,4th
20245444,ESP 3,88,4th
20242619,ESP 3,93,2nd
20249217,ESP 3,90,2nd
20244940,ESP 3,88,2nd
20245641,ESP 3,89,3rd
20243703,ESP 3,80,1st
20248365,ESP 3,81,4th
20245641,ESP 3,90,1st
20244829,ESP 3,88,4th
20240832,ESP 3,93,2nd
20243562,Science 3,77,1st
20248593,Science 3,88,3rd
20247114,Science 3,78,1st
20248919,Science 3,78,1st
20249483,Science 3,80,3rd
20248952,Science 3,90,4th
20248825,Science 3,95,1st
20248365,Science 3,82,4th
20242966,Science 3,87,1st
20241380,Science 3,83,1st
20243933,Science 3,89,3rd
20240832,Science 3,88,2nd
20245641,Science 3,83,1st
20241437,Science 3,83,4th
20243562,Science 3,83,3rd
20241437,Science 3,75,1st
20247808,Science 3,81,2nd
20244098,Science 3,82,1st
20241380,Science 3,81,2nd
20240085,Science 3,90,2nd
20242966,Science 3,90,3rd
20245444,Science 3,92,2nd
20246056,Science 3,90,2nd
20244940,Science 3,87,3rd
20247557,Science 3,86,4th
20245641,Science 3,84,3rd
20241437,Science 3,79,2nd
20243933,Science 3,89,2nd
20246233,Science 3,92,4th
20243380,Science 3,90,3rd
20242150,Science 3,75,1st
20243933,Science 3,90,4th
20245444,Science 3,90,1st
20249217,Science 3,86,4th
20248365,Science 3,79,1st
20244940,Science 3,85,1st
20248952,Science 3,88,3rd
20245641,Science 3,85,2nd
20248593,Science 3,90,4th
20244098,Science 3,86,2nd
20240085,Science 3,89,1st
20243752,Science 3,78,3rd
20243933,Science 3,88,1st
20243752,Science 3,77,1st
20242619,Science 3,91,4th
20243703,Science 3,78,1st
20247114,Science 3,83,3rd
20249547,Science 3,89,3rd
20249547,Science 3,85,1st
20244098,Science 3,87,4th
20244829,Science 3,95,4th
20243380,Science 3,92,4th
20245872,Science 3,92,4th
20243398,Science 3,95,3rd
20246233,Science 3,85,1st
20242069,Science 3,79,4th
20249217,Science 3,85,1st
20242069,Science 3,77,3rd
20242069,Science 3,76,1st
20248593,Science 3,87,1st
20245872,Science 3,91,3rd
20243328,Science 3,78,1st
20241380,Science 3,84,4th
20247114,Science 3,84,4th
20246039,Science 3,89,4th
20245444,Science 3,93,3rd
20248593,Science 3,86,2nd
20242966,Science 3,89,4th
20243398,Science 3,94,2nd
20244829,Science 3,90,2nd
20248919,Science 3,80,2nd
20243328,Science 3,81,4th
20243752,Science 3,80,4th
20243380,Science 3,89,1st
20243703,Science 3,81,4th
20247114,Science 3,80,2nd
20243380,Science 3,93,2nd
20242966,Science 3,89,2nd
20248365,Science 3,83,3rd
20249217,Science 3,84,3rd
20247557,Science 3,82,3rd
20244940,Science 3,89,4th
20246056,Science 3,91,4th
20244098,Science 3,84,3rd
20248952,Science 3,87,2nd
